id,flag,01,02,03
0omV7Qit1N,4,11.4208,11.6978,-1.6536
4QYzOcYWRZ,4,11.4208,11.6978,-1.6536
MtP70hXlpS,2,39.3822,NA,NA
qQBo73JDv1,4,21.5363,19.1871,0.2407
nc7bTZ4oDN,4,21.5363,19.1871,0.2407
cQjDwQbdcM,4,6.901,6.0024,14.2067
dSPvR25KAp,4,30.2132,49.8275,27.0755
8kWpdcxfA0,4,33.877,33.2408,42.1308
ObArt7nypZ,4,6.6664,35.2506,4.1819
40vDQaEurf,4,6.901,6.0024,14.2067
0y4uFLxcnG,4,21.5363,19.1871,0.2407
O0tggmb9sq,4,33.877,33.2408,42.1308
DKAV7h9quw,2,39.3822,NA,NA
ViUF33nx2P,4,-36.8738,-39.185,-0.0818
IrOCw6k4Ha,4,-36.8738,-39.185,-0.0818
gLARmppzcU,4,-36.8738,-39.185,-0.0818
xdHlS4g1z6,2,22.0981,NA,NA
jWGvK0wCJd,4,11.4208,11.6978,-1.6536
btSmIoXcd6,2,39.3822,NA,NA
HfKSBwXTWZ,4,33.877,33.2408,42.1308
2rPPBYkRt7,4,-29.6867,-26.7863,-29.2983
lJ8gkTZVxI,4,21.5363,19.1871,0.2407
4of7tWEngF,4,-29.6867,-26.7863,-29.2983
tVrsBI2SfS,4,-36.8738,-39.185,-0.0818
NEn2OgnNpq,4,33.877,33.2408,42.1308
vczQkXopvr,4,21.5363,19.1871,0.2407
28e0bNxxD3,4,6.901,6.0024,14.2067
B9kPtnCBNO,2,-30.6713,NA,NA
1ehSTH6VQS,4,6.6664,35.2506,4.1819
uxSLuNl7Bq,4,6.901,6.0024,14.2067
kVItdYZfLu,4,-36.8738,-39.185,-0.0818
EGSaXppVfL,2,-30.6713,NA,NA
yWZpGX911U,2,39.3822,NA,NA
lvdHx78Z6M,2,22.0981,NA,NA
N0G3HGHQ31,2,22.0981,NA,NA
z74GxhxvQj,4,30.2132,49.8275,27.0755
wxRPOD4iWM,4,6.901,6.0024,14.2067
UgjGlUgbET,4,-29.6867,-26.7863,-29.2983
k3mcKYBoaL,4,30.2132,49.8275,27.0755
DCBv01IHVI,4,6.6664,35.2506,4.1819
FBLubRSyWe,4,6.6664,35.2506,4.1819
p8zfbVdJbv,4,-36.8738,-39.185,-0.0818
MVdEmjYEvm,4,30.2132,49.8275,27.0755
X7JXXaFml6,2,39.3822,NA,NA
J5CZ3CGb5b,4,-29.6867,-26.7863,-29.2983
Vym6tATiB7,4,6.6664,35.2506,4.1819
7jdHbRJybD,2,-30.6713,NA,NA
KKJ9BW63vz,2,-30.6713,NA,NA
qvgRMEuk1o,4,-29.6867,-26.7863,-29.2983
OjRp2QgUpF,2,22.0981,NA,NA
Mv7hwEhFKZ,4,11.4208,11.6978,-1.6536
EkzRH9XYNc,4,21.5363,19.1871,0.2407
auX8PVkgiH,4,6.901,6.0024,14.2067
qwXlMdA7ux,2,39.3822,NA,NA
UD9pP3Wl7i,4,6.901,6.0024,14.2067
5Gv75MgYQO,4,-29.6867,-26.7863,-29.2983
2YUedoH0e4,4,6.6664,35.2506,4.1819
sdL1o8qHRd,4,30.2132,49.8275,27.0755
yBLsWNiPaw,4,-29.6867,-26.7863,-29.2983
zWxrnk5PKR,2,39.3822,NA,NA
MfC46XCTJ0,4,-29.6867,-26.7863,-29.2983
gNZetf6Hl3,2,39.3822,NA,NA
4rUaMBd0mg,2,22.0981,NA,NA
AP9qCrVGsJ,2,39.3822,NA,NA
UppYTqakDh,4,-36.8738,-39.185,-0.0818
09TiNZvLpj,4,6.6664,35.2506,4.1819
9Ny25l1n67,2,-30.6713,NA,NA
scuuUnZmRN,4,-29.6867,-26.7863,-29.2983
ibRXMjAtAv,4,-36.8738,-39.185,-0.0818
tVO3lI8306,4,6.6664,35.2506,4.1819
diXpRiKmhH,2,22.0981,NA,NA
12k6t2gVXz,4,6.901,6.0024,14.2067
BV5vaOkGw0,4,6.6664,35.2506,4.1819
RL1JUBkRxm,2,-30.6713,NA,NA
c0JLZwiZYy,2,22.0981,NA,NA
AN5Tw7ekzU,2,22.0981,NA,NA
Av2IVXQBLK,4,21.5363,19.1871,0.2407
wr2jgy5mf2,4,33.877,33.2408,42.1308
tRoSSWnzvs,4,6.901,6.0024,14.2067
ifIQWUUVZ5,2,22.0981,NA,NA
14UuGqEmhy,4,30.2132,49.8275,27.0755
scAWtsAelM,4,-36.8738,-39.185,-0.0818
vWbnDWuCSU,4,-36.8738,-39.185,-0.0818
uKNhcXkCKk,2,-30.6713,NA,NA
jLa5rDGF22,4,-36.8738,-39.185,-0.0818
wLiDaRRQ8l,4,-36.8738,-39.185,-0.0818
SO0tub1xR1,4,6.6664,35.2506,4.1819
5XbtoLXlDr,4,11.4208,11.6978,-1.6536
1X8p74uADT,4,30.2132,49.8275,27.0755
KCn4l05Iyr,4,30.2132,49.8275,27.0755
LxtnAshAwc,2,39.3822,NA,NA
hTNv72MR9j,4,-36.8738,-39.185,-0.0818
wWPPmQSdEk,2,-30.6713,NA,NA
MogASKARWK,4,30.2132,49.8275,27.0755
HCMmgt9ATd,2,-30.6713,NA,NA
y8knU7sl3e,2,22.0981,NA,NA
VjMxm4jjqe,2,-30.6713,NA,NA
LzuCgn0x6c,4,6.901,6.0024,14.2067
GjbgjCwiI5,4,21.5363,19.1871,0.2407
Yd27vh6rez,4,21.5363,19.1871,0.2407
3oADzpFNf3,2,22.0981,NA,NA
VeC1srT1Dc,2,22.0981,NA,NA
D0Wp5fvZ2y,4,11.4208,11.6978,-1.6536
oXtE3uOsNl,4,-36.8738,-39.185,-0.0818
ScG5PSbqvX,4,11.4208,11.6978,-1.6536
N3SPIPHW8w,4,11.4208,11.6978,-1.6536
Kn9Pq57c0Q,4,6.901,6.0024,14.2067
N6C9YdfPHb,4,11.4208,11.6978,-1.6536
phL1WRZTVz,4,-36.8738,-39.185,-0.0818
YCiqhIntpF,4,11.4208,11.6978,-1.6536
XvlyRkWWsV,4,-36.8738,-39.185,-0.0818
Urhn6VlQKB,2,39.3822,NA,NA
lteqVw9Bop,4,-29.6867,-26.7863,-29.2983
YocKbqyhfs,4,11.4208,11.6978,-1.6536
4KOm19MrPt,4,6.6664,35.2506,4.1819
AsHP5jhGYz,4,21.5363,19.1871,0.2407
eFOHGL4QZy,4,-36.8738,-39.185,-0.0818
xwRpusyHXt,4,-29.6867,-26.7863,-29.2983
aPMb2XuIrC,4,33.877,33.2408,42.1308
kcXF5Ue0OA,2,-30.6713,NA,NA
zf9RBfyRGG,4,11.4208,11.6978,-1.6536
VJPRDiNZRc,4,21.5363,19.1871,0.2407
JH4XZeaxP8,2,39.3822,NA,NA
etmb95gUML,4,21.5363,19.1871,0.2407
YSpYFzIqYb,2,-30.6713,NA,NA
x17zaSRHeZ,2,39.3822,NA,NA
HoQWvTLjHp,4,6.6664,35.2506,4.1819
DZITKULjs4,4,11.4208,11.6978,-1.6536
B040ut0cxz,4,6.901,6.0024,14.2067
TgVwzXjVH0,4,11.4208,11.6978,-1.6536
aVIMuHCx8Y,4,6.901,6.0024,14.2067
AXqIeYmTBm,4,-36.8738,-39.185,-0.0818
f5fWP5rkVj,2,39.3822,NA,NA
W3BLyPk3zn,2,-30.6713,NA,NA
XmlY8R7l0K,2,-30.6713,NA,NA
sh3XqY2He9,2,22.0981,NA,NA
OpeFOUqupX,2,22.0981,NA,NA
sIP6KyggEw,2,22.0981,NA,NA
xBE9oY8UzM,2,39.3822,NA,NA
WSLUHzStfX,2,-30.6713,NA,NA
2bEJVGoeWw,4,6.6664,35.2506,4.1819
OppOo1TY82,4,33.877,33.2408,42.1308
TrxNnHhHRn,4,6.6664,35.2506,4.1819
LLqbNu2Vw5,4,6.901,6.0024,14.2067
yv8DbqT46o,4,-36.8738,-39.185,-0.0818
Dxa5vX8c8K,4,21.5363,19.1871,0.2407
jUHAYGs26c,2,39.3822,NA,NA
7XHWvCUkLJ,4,11.4208,11.6978,-1.6536
fCyIBZ506I,4,-36.8738,-39.185,-0.0818
kPZI1KDxko,4,21.5363,19.1871,0.2407
Z0AmPifWcE,4,11.4208,11.6978,-1.6536
0DxtZwmXgt,4,6.901,6.0024,14.2067
OA9P5dvkmK,4,30.2132,49.8275,27.0755
uLftSWEdaV,4,6.901,6.0024,14.2067
Lk3krejqZb,2,-30.6713,NA,NA
KjWFrubavl,4,21.5363,19.1871,0.2407
esLxTfnXF9,4,6.6664,35.2506,4.1819
FUUsyCapxJ,4,-29.6867,-26.7863,-29.2983
dQXPAq9cO8,2,22.0981,NA,NA
FYwlFMHxyI,2,-30.6713,NA,NA
b8aEU0blja,4,6.901,6.0024,14.2067
rWXxBVUZ2E,4,11.4208,11.6978,-1.6536
pofMfCTlCo,4,-36.8738,-39.185,-0.0818
jXjjOW9MR3,2,-30.6713,NA,NA
jGA7hFJphI,2,-30.6713,NA,NA
YU9fYG0NKP,4,21.5363,19.1871,0.2407
DM6PVnFoP6,4,33.877,33.2408,42.1308
FpuWdtCwqn,4,-29.6867,-26.7863,-29.2983
cwvlOBb3J0,4,-36.8738,-39.185,-0.0818
tlmk2aRUJ6,2,-30.6713,NA,NA
S2mFujs7wH,2,22.0981,NA,NA
qo8AIdIV0A,4,21.5363,19.1871,0.2407
l877c9jKIs,4,33.877,33.2408,42.1308
gffMYkxJTd,4,33.877,33.2408,42.1308
3OGTspjK3V,4,6.6664,35.2506,4.1819
xufjRCVAdY,2,22.0981,NA,NA
FtYsxdK8GJ,2,39.3822,NA,NA
UIGw1oiHnt,4,6.901,6.0024,14.2067
C019ALd9do,4,30.2132,49.8275,27.0755
hB8SanDi6K,2,22.0981,NA,NA
X0ffmgSs1v,4,33.877,33.2408,42.1308
mQj9b4bXGO,4,-36.8738,-39.185,-0.0818
Jj48kPlUBO,4,21.5363,19.1871,0.2407
QWE5yra5Cn,2,39.3822,NA,NA
5ptPAbLr3b,2,-30.6713,NA,NA
C1XX68tcSB,4,-29.6867,-26.7863,-29.2983
1KaDxD1bKI,4,11.4208,11.6978,-1.6536
9o8ok8WdJu,4,6.6664,35.2506,4.1819
JmIYlKGxNT,4,-29.6867,-26.7863,-29.2983
ifsUZrh1sa,4,6.901,6.0024,14.2067
Q2vu0HjQT0,4,6.901,6.0024,14.2067
pxYEk4BBVr,4,11.4208,11.6978,-1.6536
S2aBkoXZJQ,4,11.4208,11.6978,-1.6536
iUgGPWIjYb,2,39.3822,NA,NA
Gk9nDheFhe,4,6.6664,35.2506,4.1819
rNfnpRebDh,4,21.5363,19.1871,0.2407
qirgrDbNP0,4,6.6664,35.2506,4.1819
hNAmc27nyx,2,22.0981,NA,NA
82umvTkwnn,4,6.901,6.0024,14.2067
MXuDuXWSik,4,11.4208,11.6978,-1.6536
SfDuIELt6g,4,21.5363,19.1871,0.2407
f9y9Mnxrzi,2,39.3822,NA,NA
72DeAXADL1,2,22.0981,NA,NA
AZxJqQVexF,4,11.4208,11.6978,-1.6536
elBBSW2lay,4,30.2132,49.8275,27.0755
ilWOsmEhUY,4,-36.8738,-39.185,-0.0818
LQcb0X9jCn,4,6.901,6.0024,14.2067
Sh8tpvAqzQ,2,-30.6713,NA,NA
uQfPUH7pxh,2,39.3822,NA,NA
dW82np82kL,2,39.3822,NA,NA
3mWUAL2M3C,4,6.901,6.0024,14.2067
L82JjrbsI2,4,11.4208,11.6978,-1.6536
6NOCeVWcqZ,2,22.0981,NA,NA
0e0AzLsINL,2,22.0981,NA,NA
55qT8S7Poc,4,11.4208,11.6978,-1.6536
FukEeXA2H3,2,22.0981,NA,NA
rDfCQdut4b,4,30.2132,49.8275,27.0755
CpkW4gQX4x,4,-29.6867,-26.7863,-29.2983
hQQFhGbhkj,4,11.4208,11.6978,-1.6536
ay5oQhb1Vz,2,-30.6713,NA,NA
IN993JrXz7,4,-29.6867,-26.7863,-29.2983
pMEkvHy8wk,4,6.901,6.0024,14.2067
QDbyd6hoCf,4,30.2132,49.8275,27.0755
hPWzidMWgi,4,6.901,6.0024,14.2067
zsZLQLQXXK,4,-36.8738,-39.185,-0.0818
HazryDlnlo,4,21.5363,19.1871,0.2407
jQ0h06F7UO,2,22.0981,NA,NA
5zQn5bwafz,4,11.4208,11.6978,-1.6536
WPlX3ss0Jb,4,-36.8738,-39.185,-0.0818
ZguHqx54KH,2,39.3822,NA,NA
4G1oWfvY1I,4,6.6664,35.2506,4.1819
neucm0DjhO,2,39.3822,NA,NA
qD8LKaCcxF,4,33.877,33.2408,42.1308
6sxTu6Mj3W,4,6.6664,35.2506,4.1819
ZnfvUYcF4i,4,30.2132,49.8275,27.0755
4pDS8dZp3j,4,30.2132,49.8275,27.0755
Rwcm16SmqD,4,33.877,33.2408,42.1308
PzETibCXfP,4,33.877,33.2408,42.1308
lQUqEnh2bf,4,-36.8738,-39.185,-0.0818
HRRwyCOT0Q,4,6.6664,35.2506,4.1819
4Ea6rH87kF,4,30.2132,49.8275,27.0755
1r4r08Nguv,2,39.3822,NA,NA
ubnHAdT0nW,2,22.0981,NA,NA
SQ4ohe0wqH,4,6.6664,35.2506,4.1819
8HTR68I7Cz,4,-36.8738,-39.185,-0.0818
csabZaaMsy,4,-29.6867,-26.7863,-29.2983
GWhBJfZ68y,4,11.4208,11.6978,-1.6536
DwM0vKVtSS,2,22.0981,NA,NA
aIDsBSq14a,4,21.5363,19.1871,0.2407
YGZj6rTqt5,4,6.901,6.0024,14.2067
yiZ0hpHsND,2,39.3822,NA,NA
cD1I9vxxie,4,6.6664,35.2506,4.1819
1c5rGerPo1,4,6.901,6.0024,14.2067
mziJ2VV3HF,2,39.3822,NA,NA
YYHG5U2P41,4,-36.8738,-39.185,-0.0818
33Iks4wFi8,4,11.4208,11.6978,-1.6536
QSa4JOXfek,4,6.901,6.0024,14.2067
X4TQKEr42x,4,11.4208,11.6978,-1.6536
hnRRDIyO8g,4,6.901,6.0024,14.2067
qsiYwy3lwr,4,30.2132,49.8275,27.0755
oHz6dnagl6,4,-36.8738,-39.185,-0.0818
GV2P6R63FQ,2,22.0981,NA,NA
tIT4SGHnB1,2,22.0981,NA,NA
y1Nm0yxiyP,4,30.2132,49.8275,27.0755
zUuDqTj0vH,4,6.901,6.0024,14.2067
1Ca6Dbzjxz,2,-30.6713,NA,NA
VYaImh23rg,4,-29.6867,-26.7863,-29.2983
L1ZTvYdQQj,4,6.901,6.0024,14.2067
ERqaFKzQT8,4,21.5363,19.1871,0.2407
JvVQQUMQbE,4,30.2132,49.8275,27.0755
aU8TxMau8P,4,-36.8738,-39.185,-0.0818
hOF10Qkdb1,4,11.4208,11.6978,-1.6536
zABv42X0te,4,30.2132,49.8275,27.0755
kqg232d143,4,33.877,33.2408,42.1308
oMlGVPJVEn,4,30.2132,49.8275,27.0755
D967a5trb7,4,6.6664,35.2506,4.1819
uHtrSvrRm7,4,11.4208,11.6978,-1.6536
d18LXPvY2r,4,33.877,33.2408,42.1308
UiwpYxT80f,4,-29.6867,-26.7863,-29.2983
MnAzAUkFAR,4,33.877,33.2408,42.1308
uEaxOX8qmP,4,-29.6867,-26.7863,-29.2983
47DmZG98a3,2,39.3822,NA,NA
Zg0kqiHwTj,4,30.2132,49.8275,27.0755
lRwB8GUJ6g,2,22.0981,NA,NA
vw3Xcw5vNI,4,6.6664,35.2506,4.1819
HnKoLw3EIG,4,11.4208,11.6978,-1.6536
tvcHaqKQsC,4,21.5363,19.1871,0.2407
caacHktIgT,2,-30.6713,NA,NA
c8WCdPw99e,4,6.6664,35.2506,4.1819
E0GJA8TH90,4,-36.8738,-39.185,-0.0818
6cpuBJKBC8,4,6.6664,35.2506,4.1819
pGw9TX8tV7,4,-29.6867,-26.7863,-29.2983
v6q9ZqTvtc,2,22.0981,NA,NA
0CJsoLIhW8,4,11.4208,11.6978,-1.6536
WDJZO5UOVN,4,-29.6867,-26.7863,-29.2983
CkLUmJtlng,4,-36.8738,-39.185,-0.0818
PgIzz0XvUb,2,-30.6713,NA,NA
mPSgCPLChe,4,6.901,6.0024,14.2067
KYPibh4pd6,2,-30.6713,NA,NA
ORe4uesEFE,4,6.6664,35.2506,4.1819
XYMQ7m41fp,2,22.0981,NA,NA
kn4CI39FIs,4,33.877,33.2408,42.1308
03HaORTNWi,4,11.4208,11.6978,-1.6536
tNOsRpXWXy,2,39.3822,NA,NA
xVslyRR1BE,4,21.5363,19.1871,0.2407
OifbVsz7Gv,4,30.2132,49.8275,27.0755
pw34w8KVzd,4,33.877,33.2408,42.1308
y7PaIk1YJ4,4,11.4208,11.6978,-1.6536
bZq24aZSMT,4,21.5363,19.1871,0.2407
fX0CXKt3KK,2,22.0981,NA,NA
pafop9zaEq,4,30.2132,49.8275,27.0755
f9MbK9nhHT,2,39.3822,NA,NA
eY6sJKCGrC,2,22.0981,NA,NA
rkhxmx5Hwm,2,22.0981,NA,NA
WnYvQsUJXC,4,33.877,33.2408,42.1308
P5I8bIVn9l,4,11.4208,11.6978,-1.6536
dVJnkVy82T,4,6.6664,35.2506,4.1819
afzN0STmbL,2,22.0981,NA,NA
u7Ytwsy4xL,4,11.4208,11.6978,-1.6536
2BDYRzM2fY,4,21.5363,19.1871,0.2407
ZZOsNV4LXP,4,6.6664,35.2506,4.1819
jKAOFXWy0U,2,-30.6713,NA,NA
3suWQwxw03,2,-30.6713,NA,NA
tuc10l7nzI,2,22.0981,NA,NA
mLM4lPDhCm,4,6.901,6.0024,14.2067
uZ9S4GHWBy,4,21.5363,19.1871,0.2407
WJPQvNYu0l,4,11.4208,11.6978,-1.6536
uuAhvoLVyd,4,33.877,33.2408,42.1308
k4ysw745oN,4,21.5363,19.1871,0.2407
RxZhB9hNdd,4,6.901,6.0024,14.2067
xyQR8nSkXC,4,30.2132,49.8275,27.0755
8DpXR8VssZ,4,6.901,6.0024,14.2067
M5b4wjcNcz,4,33.877,33.2408,42.1308
3TDD8aDAkg,4,6.901,6.0024,14.2067
CaLfQD15Pj,2,39.3822,NA,NA
rGalQncdXZ,4,11.4208,11.6978,-1.6536
9aQaXE3mwH,4,-36.8738,-39.185,-0.0818
A0q4GAS7Nd,4,6.901,6.0024,14.2067
hK9UA9cd7B,4,33.877,33.2408,42.1308
sGvKY7yVYl,4,21.5363,19.1871,0.2407
X5vNHj2CyS,4,-29.6867,-26.7863,-29.2983
a4FafqxAbM,4,11.4208,11.6978,-1.6536
nSts8FzLR0,4,-29.6867,-26.7863,-29.2983
K56jDnJQEu,4,6.901,6.0024,14.2067
onzTqhth1u,4,6.901,6.0024,14.2067
wg19RItjyu,4,-36.8738,-39.185,-0.0818
FZSEksMS5O,4,6.6664,35.2506,4.1819
rHpZMvm1bP,4,6.6664,35.2506,4.1819
mu0DXavOy8,2,39.3822,NA,NA
VVkB4rCZE6,4,-36.8738,-39.185,-0.0818
OC4X4mnFtZ,4,-29.6867,-26.7863,-29.2983
Vc4MsrwEpx,4,6.901,6.0024,14.2067
za3Zn5CR0P,4,-29.6867,-26.7863,-29.2983
QBAdkr5QC3,4,33.877,33.2408,42.1308
iU8607mbfO,2,39.3822,NA,NA
82VaJKDnVr,2,22.0981,NA,NA
P57aojm2K2,4,6.901,6.0024,14.2067
tNmuRGEvZJ,2,39.3822,NA,NA
fHn6EjLoCD,4,-29.6867,-26.7863,-29.2983
Vd0N7SZITO,2,-30.6713,NA,NA
fKDSTZgPci,4,-36.8738,-39.185,-0.0818
tgAgHX94l3,2,22.0981,NA,NA
3vr9E14CBv,4,30.2132,49.8275,27.0755
vzDBMtb60L,4,-36.8738,-39.185,-0.0818
wx3H8ppPhn,4,30.2132,49.8275,27.0755
TZfeAuqoON,2,39.3822,NA,NA
sQDgUcKspu,4,-29.6867,-26.7863,-29.2983
uharNr5dub,4,6.901,6.0024,14.2067
UN9WyRXA5T,4,6.6664,35.2506,4.1819
87NWgLu2aj,4,6.901,6.0024,14.2067
vGwgoEYI3C,4,-36.8738,-39.185,-0.0818
02yNzgRf0G,4,30.2132,49.8275,27.0755
mhH2OLnW9I,4,21.5363,19.1871,0.2407
i2yBHIIdc2,4,-29.6867,-26.7863,-29.2983
wg3odZs0cq,2,-30.6713,NA,NA
U47AEP2VJX,4,33.877,33.2408,42.1308
RmxTbUgK6g,4,30.2132,49.8275,27.0755
ddIrFWStoU,4,-29.6867,-26.7863,-29.2983
QlD5Es89hB,4,6.6664,35.2506,4.1819
DlMgj9nJmB,4,6.901,6.0024,14.2067
jXz5daWME5,4,21.5363,19.1871,0.2407
CSdQs18k2S,4,33.877,33.2408,42.1308
UHWx9yBe4H,2,22.0981,NA,NA
tPuSrNmthr,4,30.2132,49.8275,27.0755
PPQvK72ANz,2,-30.6713,NA,NA
SbLhBnoabL,4,11.4208,11.6978,-1.6536
MqWXfM7sWu,4,21.5363,19.1871,0.2407
XIvJmbjwsY,4,33.877,33.2408,42.1308
BEsuNnPVuI,4,30.2132,49.8275,27.0755
jrcu9JPQoh,4,21.5363,19.1871,0.2407
QbeFsd3rff,4,21.5363,19.1871,0.2407
H3JJL3CX7a,4,6.6664,35.2506,4.1819
i03dFj3x0R,2,-30.6713,NA,NA
17f4riJqWC,2,22.0981,NA,NA
7H91EYqxZq,4,6.901,6.0024,14.2067
TMru0SqAjE,2,22.0981,NA,NA
flCPaeYFQz,4,-29.6867,-26.7863,-29.2983
estkCy5BGG,4,-29.6867,-26.7863,-29.2983
GOmJMxFL5I,4,-36.8738,-39.185,-0.0818
xbiYkklLu7,4,11.4208,11.6978,-1.6536
vv6xxq0WlX,2,-30.6713,NA,NA
l6UtWfXQUx,4,30.2132,49.8275,27.0755
472n5PU55I,2,-30.6713,NA,NA
VFxPsVhPtp,4,33.877,33.2408,42.1308
MPxjvrdoT6,4,33.877,33.2408,42.1308
L7EzT7HxP9,2,39.3822,NA,NA
8F2WkgaOGO,2,39.3822,NA,NA
FZ88PR0dde,4,-36.8738,-39.185,-0.0818
EHeldIRE7F,2,39.3822,NA,NA
TYyGafX3pu,4,33.877,33.2408,42.1308
3KBDO09GKt,4,-29.6867,-26.7863,-29.2983
RoMJ19rO8g,4,6.901,6.0024,14.2067
282UrYltwQ,4,11.4208,11.6978,-1.6536
ZS6r9x8Eyq,4,30.2132,49.8275,27.0755
4GEUu4T2W5,4,11.4208,11.6978,-1.6536
GFe7P1eHAO,2,-30.6713,NA,NA
tIoqeyY2Kr,4,-36.8738,-39.185,-0.0818
YDKl0KqT1S,4,6.6664,35.2506,4.1819
cWXvuxw2IN,2,39.3822,NA,NA
Hti5ttprV4,4,33.877,33.2408,42.1308
bbFMylpnXc,4,-29.6867,-26.7863,-29.2983
NRHvpY3RmB,4,11.4208,11.6978,-1.6536
npPAph3d0U,4,33.877,33.2408,42.1308
UQpFD8hFPJ,4,21.5363,19.1871,0.2407
laCAjzNWAe,4,11.4208,11.6978,-1.6536
S9VL0rrG8U,4,6.6664,35.2506,4.1819
T0R3mkwkJs,4,6.901,6.0024,14.2067
manK2XlHMG,2,22.0981,NA,NA
i8wUsel0kb,4,33.877,33.2408,42.1308
gKEAjBClUM,2,-30.6713,NA,NA
6QsEcTQdts,4,6.901,6.0024,14.2067
hxOCmCVOEo,4,6.901,6.0024,14.2067
1LAjSQZcu5,2,22.0981,NA,NA
TpjsbUy0ev,4,21.5363,19.1871,0.2407
mmy0GWkPmS,4,6.901,6.0024,14.2067
c5O9ij2cJW,4,6.901,6.0024,14.2067
3j19WwCvcZ,4,-29.6867,-26.7863,-29.2983
z902qECaOU,4,21.5363,19.1871,0.2407
qtmWdPiHZQ,4,11.4208,11.6978,-1.6536
Dl7o7i0fCK,4,6.901,6.0024,14.2067
AKD66QLMZm,4,21.5363,19.1871,0.2407
iwra1WTkEI,4,30.2132,49.8275,27.0755
KWzcVqWnOA,4,-29.6867,-26.7863,-29.2983
TfQsu16faF,4,33.877,33.2408,42.1308
zEKWFr8Rh5,4,33.877,33.2408,42.1308
hcBiDH6gAK,4,11.4208,11.6978,-1.6536
JMVxzJ6qkC,4,6.901,6.0024,14.2067
qZEypzGf8K,4,6.901,6.0024,14.2067
Y0obw5jtyi,4,33.877,33.2408,42.1308
9B63HMrXEH,4,-36.8738,-39.185,-0.0818
n3KJkYJx6F,4,-29.6867,-26.7863,-29.2983
BCh3raB6Zo,4,6.6664,35.2506,4.1819
oZlcDL6bt4,4,30.2132,49.8275,27.0755
nZkSVw1kOn,4,11.4208,11.6978,-1.6536
4mCy6sCGWa,2,22.0981,NA,NA
S85R9KyNhx,4,6.6664,35.2506,4.1819
VNWt8N3pWp,4,6.901,6.0024,14.2067
8DYL4bp8fL,2,39.3822,NA,NA
qaekPNbgOi,4,-29.6867,-26.7863,-29.2983
YpglUjC82m,4,-36.8738,-39.185,-0.0818
h7sjpQKJrn,4,-36.8738,-39.185,-0.0818
kiQD8MAZ2G,4,-36.8738,-39.185,-0.0818
SgBEMB6hMu,2,39.3822,NA,NA
9NScvohLcf,4,-36.8738,-39.185,-0.0818
LxemJsvlPn,4,30.2132,49.8275,27.0755
QTuEwVRqoB,4,6.6664,35.2506,4.1819
3ErphCi8lL,4,21.5363,19.1871,0.2407
LX42hYnXqP,4,6.6664,35.2506,4.1819
f4ffVBwc0U,4,-36.8738,-39.185,-0.0818
8R7iERpJkl,4,6.901,6.0024,14.2067
nN4We7xamR,2,22.0981,NA,NA
OBE8Y5rD23,4,33.877,33.2408,42.1308
Pg6ZjTxm1K,4,-36.8738,-39.185,-0.0818
iIptCBRfPq,4,6.6664,35.2506,4.1819
tv9EN9AJkB,4,21.5363,19.1871,0.2407
w0eWM08Gx0,4,6.901,6.0024,14.2067
4NmwDBCx3r,2,-30.6713,NA,NA
E0tRsPByMP,4,30.2132,49.8275,27.0755
uc3ySLlGeD,4,6.901,6.0024,14.2067
69rq8sg6hI,4,11.4208,11.6978,-1.6536
NS1y0S1Yh3,4,-29.6867,-26.7863,-29.2983
n4TOHpXtdY,2,-30.6713,NA,NA
h9LSV4X8yx,4,11.4208,11.6978,-1.6536
W8YjUAAtf6,4,21.5363,19.1871,0.2407
11WuBt52iC,4,30.2132,49.8275,27.0755
xZTR8Tpsli,4,11.4208,11.6978,-1.6536
6Sq24CIDOZ,2,-30.6713,NA,NA
oamaV83XTn,4,30.2132,49.8275,27.0755
WmBl9pPu5s,4,33.877,33.2408,42.1308
S04YO2Q49l,2,39.3822,NA,NA
BloQoN7bUe,4,-29.6867,-26.7863,-29.2983
1jZWdNLpgV,4,30.2132,49.8275,27.0755
LJEfWD5cmp,4,30.2132,49.8275,27.0755
HcODZ7TGSt,4,-29.6867,-26.7863,-29.2983
Dj0YoMinxM,4,11.4208,11.6978,-1.6536
72DmbJOyno,4,-36.8738,-39.185,-0.0818
4HolCeZ7o0,2,-30.6713,NA,NA
8q5HIqNFAa,4,-29.6867,-26.7863,-29.2983
4EOUjAX9ih,4,-29.6867,-26.7863,-29.2983
6lURZbtNXF,2,-30.6713,NA,NA
ajVUIgOgFi,2,-30.6713,NA,NA
DHAyjDy8tv,2,22.0981,NA,NA
917sYtxNfr,4,21.5363,19.1871,0.2407
qNHK9NGIIU,2,39.3822,NA,NA
aUYK0RJaVm,2,39.3822,NA,NA
IyHj6n7mlM,4,-36.8738,-39.185,-0.0818
lFqUcPAVbg,2,22.0981,NA,NA
vJZpoI1Asu,2,39.3822,NA,NA
ST3cmQAIoO,4,30.2132,49.8275,27.0755
3vNpL5ykov,4,6.6664,35.2506,4.1819
urrZRMoISK,4,21.5363,19.1871,0.2407
pW7uOtZSt2,4,33.877,33.2408,42.1308
3t35ZW7sMf,4,-36.8738,-39.185,-0.0818
0j6G5gy72F,4,30.2132,49.8275,27.0755
XHX01dLcXf,2,-30.6713,NA,NA
hoxTwUquVs,4,-36.8738,-39.185,-0.0818
C6jscKBSwB,4,-29.6867,-26.7863,-29.2983
Tmd5yj2XCl,4,6.6664,35.2506,4.1819
